,Text,Emotion
1912,i am writing this at a time when i have also had an upset with the only real parent i have had almost constantly in my life and when theres no brothers and sisters around either i am an only child it feels kinda lonely,sadness
1913,i was just feeling needy,sadness
1914,i also feel so awful feeling this way,sadness
1915,i feel like i have been beaten hard with a baseball bat under my arm which the doctor said was a very apt description,sadness
1916,i feel overwhelmingly remorseful and guilty when i watch too much news or too many sad movies or television dramas,sadness
1917,i feel completely drained physically and mentally worn out,sadness
1918,im feeling so broke right now but i loved every minute of it,sadness
1919,i always thought that if i contracted something from one of those people and passed it on to him that i d feel awful but after i got the sti test i thought i was basically in the clear,sadness
1920,i feel slightly emotional watching it,sadness
1921,i feel more crucified heartbroken tortured and forsaken than i have ever before felt but not at the hands of my enemy at the hands of those i love,sadness
1922,i guess you cant see how wed feel a bit unwelcome,sadness
1923,i stay up and feel foolish,sadness
1924,id never do but i woke feeling stressed,sadness
1925,i feel terrible about the lady driver though,sadness
1926,i had a pretty trying adolescence and any time im put into a situation where im made to feel inadequate it makes me revert right back into the shy awkward teenager with low self esteem that i was in high school,sadness
1927,im sitting here in the belmont library listening to hold on tight by electric light orchestra feeling a bit of discontent,sadness
1928,i watched his face contort in sadness i began to feel regretful of my actions,sadness
1929,i have been stumbling into quote after quote urging me because i really do feel they are meant for me to do away with my hated day job and dedicate my efforts to what matters most,sadness
1930,i found is that feeling worthless is a waste of time,sadness
1931,i feel unimportant but even if i am in some way its still not my place to be making any decisions or voicing my opinions and its certainly not my place to be sharing my feelings,sadness
1932,i want to avoid feeling disliked,sadness
1933,i feel pretty lame typing that but my upper body is so weak,sadness
1934,i feel very needy,sadness
1935,i left feeling defeated like nothing had been accomplished the day a complete waste of time amp energy,sadness
1936,i had ritz crackers in my desk drawer because theyre something ill eat even when i feel crappy and or dont feel like eating,sadness
1937,i feel like one of those girls in school that i hated because their outfits were perfect everyday because they went shopping once a week,sadness
1938,i feel like my very essence is no more and work has drained my soul hopefully soon i will find my escape from work into a better path as i seem to be stuck only the cliquey get to move on and i do not want to roll like that,sadness
1939,i was feeling groggy and super tired during most of the fall we ended up staying home for thanksgiving instead of making the hour trip to see jimmys family,sadness
1940,i am sorry that you feel i deserve to be blamed for the friends i pick all of which are better then some of the friends i could be hanging out with getting high and drunk while underage,sadness
1941,i feel like i m a doomed gladiator in a stadium constructed of cardboard and copies of romeo and juliet and the outsiders are screaming for my blood,sadness
1942,i hated the day job and after a few months of feeling like i was being cosmically punished for doing a good deed i was getting ready to quit when i met the woman that would become my wife,sadness
1943,i feel ashamed that i again let it come that far,sadness
1944,i feel a little ashamed that i had such low expectations in the first place,sadness
1945,i feel like im being a terrible person and that hes going to hate me for thinking these things,sadness
1946,i find myself seeking and yearning for love and acceptance from people that can not provide it and then being disappointed when i am alone and feeling unloved and unworthy,sadness
1947,i feel like hopeless helpless worthless scum,sadness
1948,i am still feeling a little remorseful that we didnt just break down and buy it,sadness
1949,ive had so much more energy no more slugging around feeling lethargic after massive takeaways and choccy binges and my skin started to clear up instantly,sadness
1950,i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,sadness
1951,i feel like ending my life like some song from damaged or something,sadness
1952,i feel totally rejected,sadness
1953,i say no i feel guilty begins by giving you the reasons for and benefits of being assertive without being aggressive,sadness
1954,i feel more jaded,sadness
1955,i was to her in fact so i m taking that as she feels regretful for what she has done,sadness
1956,i feel embarrassed by it,sadness
1957,i always feel slightly worthless almost self condemning like i should be doing more amounting more saving the world one day at a time a preacher on a podium a counselor for teen single struggling mom s a writer a motivational speaker a super mom to my baby boy,sadness
1958,i feel civilly disturbed class delicious title share this on del,sadness
1959,i feel is a dumb plot idea,sadness
1960,i am reliving all of the feelings of being rejected less than and not good enough from years ago,sadness
1961,i feel guilty to my family my friends who made the introduction for me to that job and somehow i even feel guilty to my boss even though he fooled and lied to me,sadness
1962,i feel a bit stressed so i get up and take two rescue tablets,sadness
1963,i feel im being hated,sadness
1964,i am feeling so morose right now i hate how little things like this have enough power to distract me from my day to day life,sadness
1965,i also like to knit but dont do it as intensely as when i was nowadays i mostly knit socks which gives me the feeling that watching tv isnt that useless because i can knit while watching a film or series,sadness
1966,i was afraid to clean nicos ears but after his doctor showed me how then i didnt feel like i could hurt him,sadness
1967,i like to read this when i am feeling inadequate i know mistakes happen and sometimes they are the perfect mistake,sadness
1968,i just feel heartbroken vunerable and sick tonight,sadness
1969,i could also feel very bad about myself for not being able to keep up,sadness
1970,i understand the logic of having a student congress but i cant help but feel thats its really really really boring,sadness
1971,i can admit that even though i feel horrible now,sadness
1972,i feel totally drained emotionally and physically the holy spirit never ceases to fill me up and speak to me,sadness
1973,i came away feeling that i should have felt unfortunate or cheated,sadness
1974,i was feeling so regretful i didnt get it the other time,sadness
1975,i feel without being disturbed by it,sadness
1976,im feeling a little saddened and troubled too sorry for a couple of friends who i wish i could give big hugs to,sadness
1977,i always forgive and am still feeling hurt,sadness
1978,im trying to focus on not feeling sorry for myself and not being upset over the loss of a material possession,sadness
1979,im feeling so disillusioned with it all right now,sadness
1980,i feel like other books i pick up are going to be dull and boring in comparison,sadness
1981,i took steps and immediately remembered the feeling i had when my water broke with jack,sadness
1982,im feeling a little stressed about it,sadness
1983,i love the museums there and although i love art i feel very dumb not knowing all of these paintings,sadness
1984,i feel dumb for even liking you,sadness
1985,i can feel myself getting triggered by my emotional eating when i am sick with either a cold virus or just plain old stomach flu,sadness
1986,i am already feeling homesick for a country that isnt mine own,sadness
1987,i liked my keyboard being kicked in my teeth and feeling lousy about myself as a writer but because i want to know how i can improve and wonder what i did wrong to earn only one star,sadness
1988,i am pleased and a little disturbed i guess that these feelings of melancholy lead me right back to the thing that brings them on,sadness
1989,i am feeling stressed,sadness
1990,i was a bit too nervous to focus on the faces and the feeling was not unpleasant i wanted to put in a joke to start with especially since it involved the key note speaker and i thought it was funny,sadness
1991,i feel defective or something,sadness
1992,i was failing to perform my expected duties and worrying about things i may have forgotten yesterday when i was starting to feel rather crappy,sadness
1993,i sighed feeling like she was doomed to fail at this sort of thing,sadness
1994,i said quietly too tired to feel anguished anything but resigned,sadness
1995,i was feeling melancholy on a cloudy rainy lonely easter sunday,sadness
1996,i now feel like i look really ugly some people think i look retarted,sadness
1997,i live out number two definition which is that i have already had trouble engaging in the evening so now i am feeling as if the reason the aim for which i did this was not achieved and i am now unsuccessful,sadness
1998,i do feel jaded very often,sadness
1999,i feel highly burdened and incapacitated by my stupid flaring legs,sadness
2000,ive been taking or milligrams or times recommended amount and ive fallen asleep a lot faster but i also feel like so funny,surprise
2001,i have seen heard and read over the past couple of days i am left feeling impressed by more than a few companies,surprise
2002,i keep feeling pleasantly surprised at his supportiveness and also his ease in new situations,surprise
2003,i am now nearly finished the week detox and i feel amazing,surprise
2004,i too feel as if i am a stranger in a strange land and i am raising my son in a place that is not his father s ancestral home,surprise
2005,i started feeling funny and then friday i woke up sick as a dog,surprise
2006,im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,surprise
2007,im sorry that there wasnt more humor in this post but im not feeling all that funny,surprise
2008,i want to hold this feeling of shocked awe and wonder forever,surprise
2009,i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,surprise
2010,i was feeling an act of god at work in my life and it was an amazing feeling,surprise
2011,i feel curious about all this things around,surprise
2012,i feel herpes coming i would be very surprised at this point if i make it out again after my checkup at the clinic on wednesday,surprise
2013,i feel like that s so weird that i had cancer that one time,surprise
2014,i feel to have these amazing people in my life,surprise
2015,i go up to her and i say feeling very impressed with myself youre naomi klein right,surprise
2016,i feel a bit funny actually,surprise
2017,i always want nemo by my side and sleeping without her now feels weird even though it doesnt happen often that i get to,surprise
2018,i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,surprise
2019,i feel energized and curious again about life about god about my potential to give something back to society and about finding someone after my heart,surprise
2020,i bought a virtually fat free thousand islands and feeling very impressed with myself hold large quantities of this substance on the leaves of lettuce and cucumber with my friend but it will be total sugar becomes if you do not burn fat,surprise
2021,i honestly am not sure how i feel stunned,surprise
2022,i really want to go buy some yardage of art gallery just to play with because it feels so amazing,surprise
2023,i still feel funny writing that like maybe i should call her my spirit guide or really observant cheerleader or something,surprise
2024,i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding,surprise
2025,i get really sweaty during these episodes and my stomach will feel really funny like i m free falling,surprise
2026,i feel so dazed a href http twitter,surprise
2027,i still feel a little dazed and have that sort of disbelieving feeling of oh my god,surprise
2028,i feel surprised by how down it makes me,surprise
2029,i dont know why but i had started to feel the weird pressure of a largely silent audience and with it a falsely inflated sense of importance in expressing myself and my ever so articulate opinions to said audience,surprise
2030,i am feeling overwhelmed i want to physically shake everything off me the way i would if there was a spider in my shirt,surprise
2031,i remember feeling amazed,surprise
2032,i feel about strange brew,surprise
2033,i feel strange with it because it started to be sale,surprise
2034,i feel it is because mccarthy isn t at that place yet in her career where she can really consistently humanize a character while balancing out the fact they are supposed to be funny,surprise
2035,im feeling amazed with my california ness at the moment currently sitting by the pool drinking a wine spritzer out of nagalene connecting via google wifi and using stellarium to figure out the stars,surprise
2036,i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,surprise
2037,i feel like i shouldn t be that amazed with a degree in biology i was blown away,surprise
2038,i was feeling so overwhelmed that i asked my bqff to keep of them at her house until theyre ready to be loaded so i dont feel so behind,surprise
2039,i would always feel amazed at how impacted these and year olds were by this subject,surprise
2040,i missed about a month combined of classes and was pretty much bed ridden for months of the semester i feel really amazed that i was able to pass,surprise
2041,i thought maybe it was just my hands feeling funny but i touched my hair with my totally clean forearm and it became sticky,surprise
2042,i still feel a little dazed and high which is alarming since its been hours or so,surprise
2043,i think of how much time we spent just doing fun childhood stuff together as a family i feel amazed,surprise
2044,i know i would feel weird about that and probably act strangely for a few days,surprise
2045,i feel so deeply shocked and saddened,surprise
2046,i think i brag and it feels strange because i still see myself as a little fattie pre teen unworthy of any male attention,surprise
2047,i believe its possible to be joyful and full of thanks while feeling overwhelmed and exhausted by life,surprise
2048,i feel so weird not saying goodnight to mike,surprise
2049,i feel surprised because i didnt expect it,surprise
2050,i think she just rolled out i guess she s over it already i m kinda feeling that but no one has performed yet and word on the street is there is supposed to be a surprised performance by lil wayne nikki minaj and drake that would be dope,surprise
2051,i try not to laugh because sometimes it hurts vellas feelings but some of the things he does are so funny,surprise
2052,i feel not surprised by where i ended up i m happy with a lot of what i ve achieved the positions i ve put myself in,surprise
2053,i love a movie with a good feel to it that really keeps you enthralled and the road has just that,surprise
2054,i feel funny telling you about my name change anyway gracias por todo,surprise
2055,i am sure at least i hope so that the woman who responded by saying so that he could help out with the kids also feel this way but what surprised me was that all the reasons i listed above were second,surprise
2056,i loved the feeling i got during an amazing slalom run whether it was in training or in a race,surprise
2057,i sit here looking at the sentence i just typed i feel quite shocked,surprise
2058,i understand the feeling so i wouldnt be shocked,surprise
2059,i was feeling pretty impressed with myself,surprise
2060,i feel overwhelmed and humbled but i am alive to keep slugging and i m grateful for the chance,surprise
2061,im feeling so sally field like these days surprised by all the love and always with a brown mop of hair atop my head,surprise
2062,i bore my testimony that listening is one of the most important things we can do and if we feel impressed to do something even if we are unsure about it by learning to follow those impressions we will learn whether it is of ourselves or of the spirit,surprise
2063,i got off in my previous post about how much the app maker leeches upset me at this conference and so i feel like i should mention who i was most impressed with there,surprise
2064,i can look at a stack of twenty five term papers and not feel overwhelmed,surprise
2065,i tell the people closest to me things that i am feeling and its as if they arent surprised because theyd known it all along,surprise
2066,i feel surprised and disturbed actually,surprise
2067,i feel like im pretty weird and open about liking a lot of things i doubt any of my interests would surprise anyone,surprise
2068,i feel kinda strange too cause i didnt encountered with such feelings last year,surprise
2069,i am not sure why i feel the need to share this experience with the world maybe its just that now that its over its actually pretty funny,surprise
2070,i only feel curious impatient eager and confused,surprise
2071,i feel very stunned that people got it in a big way,surprise
2072,i asked darren about it when he got home as i was feeling a bit curious even though it didnt really matter and it was really none of my business,surprise
2073,i tween sat for my moms boss year old and year old boys this weekend id say babysit but that feels weird considering there were n,surprise
2074,i help busy overworked mainly but not exclusively women go from feeling overwhelmed frustrated and generally pissed about their health and appearance,surprise
2075,i feel as if im in some strange catholic vortex,surprise
2076,i have a feeling that many of you will be surprised to learn that after nearly years it s time for me to say goodbye as your guide to entertaining,surprise
2077,i feel shocked have i become that old,surprise
2078,i walked out of there with a better understanding of what was going on in the experiment but also feeling a little stunned that i had only one equation to describe all of this,surprise
2079,i can remember what it feels like to be enthralled by him i cant actually feel it,surprise
2080,ive been reading again and feeling pleasantly surprised to find my reading list contained four similar books a fine chance to compare and contrast differ,surprise
2081,i managed to take some photos today of my outfit which did feel rather strange especially as i havent taken any for such a long time,surprise
2082,i feel like im in some weird dreamworld where i can do absolutely anything,surprise
2083,im feeling really weird,surprise
2084,i was kinda laying on my disappeared arm playing on the computer then i got up to turn eat dinner but on the way adjectives of a sudden this wierd feeling in my collar chest felt like a bounce of electricity shocked me or something then my left paw,surprise
2085,im old enough that graduation and yk feels like just yesterday i find myself a bit stunned by this,surprise
2086,i am a mother though most days it still feels strange to realize i am one,surprise
2087,i really feel amazed on how they can do that,surprise
2088,im still feeling a bit stunned by an experience i had tonight while watching a movie,surprise
2089,i am feeling overwhelmed by daily responsibilities by expectations of my family and job by the demands on my time by my physical tiredness by the feeling that my burdens will overtake me by financial hardships by,surprise
2090,i began to feel curious and tried to percieve who i was beneath my pride and why i am who i am,surprise
2091,i was overwhelmed by the feeling of being impressed i think these kids theyre years younger than me i can call them kids right,surprise
2092,i was feelings amazed imagining how would she feel when she will get this,surprise
2093,i am not sure if we should buy more but my hubby and i are feeling pretty impressed,surprise
2094,i remember feeling surprised that i had the option not to listen,surprise
2095,im feeling so overwhelmed,surprise
2096,i just feel more dazed and alone in the end,surprise
2097,im just thinking back and feeling utterly amazed and grateful that we live in a time when four people who needed a family could find each other despite being thousands of miles apart,surprise
2098,i feel so impressed with ia,surprise
2099,i enjoy all of these aspects of my life it is hard at times to not feel completely overwhelmed,surprise
2100,i sat silent and open mouthed as he rattled off the reasons why he loved me the special times we had shared which had confirmed his feelings and was amazed that they were the same reasons and times together that made me realize how much i loved him,surprise
2101,i feel sort of dazed and cross eyed,surprise
2102,i remember is the feeling of falling and miyavi s shocked face,surprise
2103,i will adjust to it but for now it feels so strange,surprise
2104,i watch her silently feeling dazed from my memory loss,surprise
2105,i sit down to author this letter i feel a little surprised that an entire year has already passed us by,surprise
2106,i can recall feelings of the time we were in coolum whilst laying in my own bed the other day and it s funny how he s calling me and we are speaking everyday now,surprise
2107,i feel absolutely amazed at the unfolding story of my life,surprise
2108,im here today after looking at my bank account this morning and feeling shocked,surprise
2109,i feel weird if i just do completely nothing,surprise
2110,i feel very weird about so much of my psychological safety coming from noah providing money,surprise
2111,i wanted to follow a set of food rules and feel amazing or party hard and suffer the consequences,surprise
2112,i just feel overwhelmed thinking about it,surprise
2113,i drove to pay her for the snack she was looking at me wearily and i was feeling dazed by what just had happened and felt a confidence that is unusual and rare,surprise
2114,i am overly passionate but i love music for how it makes me feel i connect with the songs and the artists and i am amazed and truly in awe of those that can write a song that touches me,surprise
2115,i asked the girls i was with if it was just me or if their eyes were feeling weird also,surprise
2116,i am feeling rather overwhelmed with all that is on my to do list,surprise
2117,i myself smiling through loving simple dialog child logic explain situation feelings it s funny,surprise
2118,i often sat back and feel amazed when the episode was over,surprise
2119,i also feel amazed happy fortunate and extremely blessed,surprise
2120,i woke up feeling dazed and confused,surprise
2121,i pick up the cards i feel a shiver go up my spine and i just feel so curious,surprise
2122,i feel overwhelmed and i want to forget it all,surprise
2123,i typically do not engage the children on my walks in this manner but today i m feeling a little curious and more silly than usual so i persist with my question,surprise
2124,i feel strange with the judge passing sentence in such a manner,surprise
2125,i have talked about it too much i feel here is a video if you are curious,surprise
2126,i forgot my passport and i realize that my stomach was feeling funny until i went to the washroom and understand that i was actually sick,surprise
2127,i feel like i need to emphasize that because i was very impressed with the color of it,surprise
2128,i feel like amazing co screenwriter roberto orcis bizarre adoration of dubya the pampered bush son was responsible for this shit even though it was carried over from the amazing spider man which orci didnt co write,surprise
2129,i don t mean this to be a serious recollection of feelings only a funny in a not funny sort of way story so let s get back to where the action begins,surprise
2130,i am also noticing that i can only handle so much incoming information or i start to feel overwhelmed,surprise
2131,i feel a strange sense of legacy,surprise
2132,i just remember feeling really dazed and amazed that it had all happened little did i know if you are about to have or have just had surgery then good luck i m sure i ve had the bad luck for everyone,surprise
2133,i overly pc in feeling a little shocked,surprise
2134,i feel your prick every night when you re dreaming about me and i she paused dramatically i am not impressed,surprise
2135,i see what the ritalin culture is doing to the children and their flias i feel shocked,surprise
2136,i volunteered for everything and wound up feeling overwhelmed and people got mad at me for not being able to meet my obligations,surprise
2137,i sat there feeling so amazed that i actually found great joy in such simple things,surprise
2138,i read the book and feel like i am travelling those journeys sometimes i am amazed sometimes i cry sometimes i laugh sometimes i yearn for what is written sometimes i remember my friends my family and the deceased and realise there is so much to do for them,surprise
2139,i feel like im giving them a story to tell to their friends and family which is funny because growing up i anticipated to be the one to travel and spontaneously meet an erratic person that swoons me with their life stories,surprise
2140,i ini i feel strange,surprise
2141,i look back on that i feel amazed that at such a young age i could just pull it together like that,surprise
2142,i can say that once again after the test drive we left feeling impressed by the cx and with steve and adams assistance,surprise
2143,i came home still feeling stunned and in need of rest i received a call from a dear elderly cousin marie to say she called an ambulance for herself and would be going to the hospital,surprise
2144,i still feel funny,surprise
2145,im getting there but i really do feel dazed and confused at the moment,surprise
2146,i go in coeur d alene im surrounded by them and it feels strange to look at them and think all these people are actually as nuts as me,surprise
2147,i feel amazed i can compress my difficulty so neatly into one sentence,surprise
2148,i stared up at him amazed by the feeling and as equally amazed that nothing else was happening,surprise
2149,i do however feel that some people would not be so shocked right,surprise
2150,i feel you might be quite amazed if ahead of you begin your diet program you continue to keep a a href http www,surprise
2151,i feel like in spite of having so many amazing things to be thankful for life is just one big demanding wave after wave and i m being tossed around like a rag doll,surprise
2152,i feel too overwhelmed to clean anything so i just let it all pile up until it makes my whole life feel like it is going to come crashing down around me and i am helpless to stop it,surprise
2153,i feel that s the one thing i ve enjoyed about tv people have the time to be shocked over kenny powers and then you have time to let go of it and love him later on,surprise
2154,i feel funny about mothers day,surprise
2155,i think and feel its funny its sad its weird but more than any of that its the truth,surprise
2156,i feel overwhelmed with the uncertainties of life the sorrows lurking about the fears eating at peoples peace the sad choices friends make the effects of those sad choices on loved ones broken relationships etc,surprise
2157,i even feel weird living with lay people again,surprise
2158,i feel weird,surprise
2159,i will cry in front of my children and feel overwhelmed without a moment s notice,surprise
2160,i feel like it s a boy i would be pretty shocked if it was so somewhere in there my gut or my brain is saying girl,surprise
2161,i were saying that we were feeling overwhelmed with our life right now,surprise
2162,i felt fine when we got there but after a short while i started feeling really funny,surprise
2163,i find myself feeling surprised and totally unworthy whenever i see her face,surprise
2164,i feel about my mommy amp me friends our friendships grew so naturally the strength of them surprised me,surprise
2165,i am feeling quite overwhelmed,surprise
2166,i care very little about impressing people unless its a person who i feel deserves being impressed,surprise
2167,i love sunshine havent had much but the feeling of it on my shoulders as i walk around the yard is amazing,surprise
2168,i always tell people my brd armor sucks since i totally feel it does so i was amazed to see some of the crap some brds wear,surprise
2169,i remember feeling bowled over and surprised by my own reaction at the tears welling up,surprise
2170,i honestly have so much research to do and have to think of so many color schemes and how to implement organizational tips for small spaces that i feel more than overwhelmed with the intensity of this project however there is the masochist in me that is incredibly excited,surprise
2171,i only have three words to describe my feelings after viewing them im not impressed,surprise
2172,i feel like i m trying to be that guy who hangs out with curious george,surprise
2173,i feel about politics and i have been very shocked at myself for going into this realm though i think that it is at this time the most important considering everything that has been going on in the world stage and in the usa,surprise
2174,i wish it was a more comforting feeling but instead it feels strange like living the memories of someone else or maybe having woken up from a long dream or a long sleep years and finding that the trees around you have grown taller,surprise
2175,i heard a song on the radio yesterday that just made me feel amazed at the lyrics,surprise
2176,i have a feeling that even if this was the only line up there jesse might make the hike all over again just to finish this amazing project,surprise
2177,i feel like im in this weird in between stage,surprise
2178,i sleep in a dreamy state waking up feeling dazed every now and then yet the cyber slut in me craves to creep up on here every evening,surprise
2179,i could just picture it with it homely feel and also having the smell of books would just be totally amazing,surprise
2180,i do feel so funny about myself because i seems to want to have good guy image although i have been keep saying wanna go clubbing but ended up did not even go once,surprise
2181,i was feeling pretty impressed with my potential new boss,surprise
2182,i feel curious to know more i think the procedure worked well,surprise
2183,i feel many readers are amazed by the many ways the whitley family has influenced hollywood and continues to influence today,surprise
2184,i know this isnt real but it feels strange to me at times,surprise
2185,i feel all funny just thinking about it,surprise
2186,i feel like if you can t admit that you ve always been a little bit weird or a little bit quirky it s just taking yourself too seriously,surprise
2187,i feel curious about this one i think i might fall in love by uncle montagues tales of terror,surprise
2188,i don t think anyone feels curious about masala movies they are just light entertainers,surprise
2189,i didnt feel surprised i didnt feel upset i didnt feel angry i didnt feel anything,surprise
2190,i remember feeling surprised and stunned that a writer of the stature and quality of lauren had read one of my books long ago,surprise
2191,i was grateful for each and every one but it still made me feel funny,surprise
2192,i beside see smiling feel very funny,surprise
2193,i knows is the boy makes her feel weird and yuuki doesnt know what to tell her,surprise
2194,i feel strange actually sitting beside some people i don t know,surprise
2195,i feel stumped something comes out of my pen and im always a little amazed by this,surprise
2196,i read through the ol feefyefo space i feel amazed at how much i could blabber and how transparent i was with my life,surprise
2197,i wander into the depths of the markets because i m feeling curious,surprise
2198,i was on the phone with tech support today and it turns out i have something in common with the guy on the phone we both have thoughts and feelings are are curious about this world,surprise
2199,i am feeling so stunned and sad about the earthquake in christchurch new zealand yesterday,surprise
2200,i feel is strange rel bookmark november a href http eagleandhammer,surprise
2201,i feel curious reserved habits was nothing else,surprise
2202,i feel amazed at the world,surprise
2203,i feel like a strange antisocial creature difficult for the cooperation,surprise
2204,i get the feeling he is telling peter many people will be surprised,surprise
2205,i feel like all i ever do anymore on the internet is bitch about my kid but seriously im amazed that so many children survive toddlerhood,surprise
2206,i don t know if i would enjoy those books now but i still remember feeling enthralled with those characters and with the amish lifestyle presented,surprise
2207,i was feeling amazed because i didnt find myself that good as what they have commented,surprise
2208,i feel curious excited and impatient,surprise
2209,i am feeling insatiably curious and i want to read and learn more about digital media and social marketing,surprise
2210,i have learned so much with him even now i still learn new things about rabbits i feel you always keep learning about them being amazed by them,surprise
2211,im still feeling very incredibly overwhelmed with the entire situation,surprise
2212,ive ever written although im not gonna reproduce it here because it is full of boring academic references and also it specifically analyses several prominent bloggers and their treatment of romantic relationships and id feel weird about putting that on the internet,surprise
2213,i woke up feeling amazed and then i realized that a dream is still a dream,surprise
2214,i also came away injury free and feeling amazing throughout the entire race,surprise
2215,i even feel surprised if its dark outside,surprise
2216,ive gotten so used to them to the extent that im actually feeling weird without them,surprise
2217,i feel pretty weird blogging about deodorant but im a bit of a deodorant snob and find it really hard to find a good one,surprise
2218,i was talking to my district leader elder hill last night and was explaining to him some of my concerns such as not seeing the fruits of our efforts not having baptized anyone yet and just plain feeling like i have so many problems and weaknesses that its not even funny,surprise
2219,i still blush and feel shocked about the recreational activities that i sometimes unwillingly and willingly hear sometimes,surprise
2220,i feel lola falls under this strange demographic,surprise
2221,i have chose for myself that makes me feel amazing,surprise
2222,i feel that they were just as surprised to be sharing my dream as i was to have them sharing it,surprise
2223,i feel almost weird that someone i didnt know has impacted me emotionally these last few days,surprise
2224,i like to do things that leave others feeling surprised and delighted,surprise
2225,i lose friends because they apparently dont like that i tell people how i feel its funny how that works,surprise
2226,i gotta say im feeling pretty impressed with how everything ended up considering my total dollars dropped totaled and i have three small canvases to play with display with,surprise
2227,i have a plan with friends and a good support system of neighbors to keep me company but it still feels really weird,surprise
2228,i remember feeling equally dazed and road rollered when the twins came home and that was with the pee and poo all neatly tied up in diapers,surprise
2229,i do i feel very impressed with the one who made the story,surprise
2230,im still feeling the effects today in that my body isnt particularly impressed by me at the moment and it feels a but stressed out trying to sort itself out,surprise
2231,i feel like in a way i kinda shocked my body by changing my calorie intake,surprise
2232,i have been feeling overwhelmed and time poor,surprise
2233,im a creature of habit and major life changes always leave me feeling sort of dazed confused and occasionally sad and grumpy,surprise
2234,i feel a bit overwhelmed in some areas so i may come off as whiney,surprise
2235,i just feel a weird vibe,surprise
2236,i shrugged not feeling particularly enthralled about the educational tour and feeling guilty that i would prefer to stay at home and play house,surprise
2237,i talk to my real estate agent for some advice on how to proceed not that i feel she will offer much again im not too impressed with her,surprise
2238,im feeling a bit overwhelmed tonight and not really for any good reason,surprise
2239,i do remember the feel of the book and being incredibly impressed with it and knowing that ill have to read it again,surprise
2240,i feel amazed how this sh it things happened to me,surprise
2241,im lacking in the accessory department but i have a feeling that once i actually start putting the things i own in one place i might be a little more surprised at what i find,surprise
2242,i have no idea if this is interesting for anybody to read but i found myself smiling like a fool laughing at some points and feeling overwhelmed with gratefulness,surprise
2243,i feel that this is something i m curious about as someone who listens to current music but i realized that songs become weird and their unique vibe gets lost when non korean songs are translated into korean,surprise
2244,i just be feeling curious about a few tings,surprise
2245,i still feel amazed by its beauty diversity and joie de vivre,surprise
2246,i did in fact feel very strange,surprise
2247,i feeling strange energies,surprise
2248,i feel a little funny discussing the realness of a portrayal of a condition ive never experienced,surprise
2249,i haven t seen her since they broke up but now i m in this class and she is here waving at me so i go and sit next to her and get out my stuff and talk to her but i feel really strange about it because she cheated on my friend which i really should have mentioned before,surprise
2250,i had a hard time focusing on my life and walked around feeling dazed and confused,surprise
2251,i feel only a little bit weird about making decisions without him,surprise
2252,i feel impressed to discuss sin again though i do not know why,surprise
2253,i was feeling like a shocked rat in a skinner box experiment,surprise
2254,i admire makes me feel amazed at my life,surprise
2255,i just remember feeling so amazed that this little person and i am only a child was my new brother,surprise
2256,i can remember i feel especially impressed to start fresh new and remove clutter,surprise
2257,i feel surprised when i looked new,surprise
2258,i dont want to put to much pressure on myself but i feel like i could make the most amazing year ever,surprise
2259,i have to care about and care for people with disabilities who are targeted by sensationalist media reports as well as at the same time feel the sorrow i do for the parents family members and community in newtown connecticut that is stunned by the events of today,surprise
2260,i have also been feeling completely overwhelmed and so incredibly unappreciated,surprise
2261,i will be honest it did feel a little strange being in the company of such greatness,surprise
2262,i got contact lenses the other day and am trying to get used to them i feel like my face looks really weird without glasses and its so strange when i see myself from a distance,surprise
2263,i am just waking up with not nearly enough sleep and feeling dazed,surprise
2264,i kept thinking about how awesome i would feel afterwards remembering how amazing i felt after my emotional spin class the previous night,surprise
2265,i thought about it a lot this weekend because i watched the fault in our stars which is about two kids who have cancer so that made me feel really weird and anxious,surprise
2266,i am feeling a little overwhelmed but ive been given some amazing tools met some wonderfully creative fun and crazy people and was reminded that i have a voice that has been silent for too long,surprise
2267,i was mightily nervous given that i crashed and burned at this point last time and i still remember feeling shocked at how hard i found the x second runs,surprise
2268,i feel like im getting there i have to admit i was stunned when i realized my list my entire laundry list of here to for impossible pie in the sky dreams,surprise
2269,i did not feel any emotion or was deeply saddened or stunned for that matter,surprise
2270,i accidentally feel the mood and jumped into blogspot then what surprised me was for over views lol,surprise
2271,i remember looking out car windows as i was passengered around those first few months and feeling vaguely surprised as i was already deep in shock at how different things looked,surprise
2272,i know that i will always feel a little bit strange and out of place in the academy,surprise
2273,i feel weird knowing mine died when i wasn t around,surprise
2274,i actually prefer peep toe shoes because of it because then i wont notice that my shoes feel funny,surprise
2275,i started feeling dazed,surprise
2276,im feeling more than a little dazed,surprise
2277,im not sure how i feel im shocked honestly,surprise
2278,i say walking away and shaking my head feeling a little dazed to get the drinks,surprise
2279,i still feel a little bit funny when i discover his fb damn it,surprise
